id,documentId,date,description,merchant,amount,category,confidence,createdAt,updatedAt
04c17c5c-de45-46e4-8275-83479d39d96d,78016470-1a61-4756-a03f-adffa5a92f89,2025-05-05 00:00:00,ROGERS MOBILE,Rogers,-87.75,Bills,0.924,2025-05-30 00:00:00,2025-05-30 00:00:00
04d3ef52-21f1-419d-8b41-bbca0dba48fd,cf919b82-061e-4adb-85f8-f4557d3c3176,2025-12-10 00:00:00,AMZN MKTP CA*4228,Amazon,-74.58,Shopping,0.971,2025-12-30 00:00:00,2025-12-30 00:00:00
04da7eab-ec4a-452e-b087-8a0dedc02879,8cd66081-f737-4ec1-86da-4b5ca1673437,2026-02-03 00:00:00,LOBLAWS #3030 TORONTO,Loblaws,-70.95,Groceries,0.972,2026-02-27 00:00:00,2026-02-27 00:00:00
04e29b06-7e53-47ce-8ea6-b8271c8bc5e0,744ca2c2-02b7-464d-8752-f902130ca327,2025-07-22 00:00:00,APPLE,Apple,-19.37,Entertainment,0.985,2025-07-30 00:00:00,2025-07-30 00:00:00
04f02fa7-f93d-4806-8bcf-87c4dedbb0b2,78016470-1a61-4756-a03f-adffa5a92f89,2025-05-01 00:00:00,E-TRANSFER RENT,Rent,-2018.1,Bills,0.953,2025-05-30 00:00:00,2025-05-30 00:00:00
0500e82e-4818-41f7-a21f-d4f679739257,32d8be7c-f2c6-47e9-87cd-14695ee5a6c7,2026-01-17 00:00:00,LYFT,Lyft,-14.82,Transport,0.912,2026-01-30 00:00:00,2026-01-30 00:00:00
050699f3-cea3-48da-b009-53937d522669,115fbc06-58c9-4a1b-bd5e-06870f62daee,2024-12-01 00:00:00,E-TRANSFER RENT,Rent,-1890.35,Bills,0.904,2024-12-30 00:00:00,2024-12-30 00:00:00
05099f30-d2f9-4074-bc4b-f0fa8b5c2179,744ca2c2-02b7-464d-8752-f902130ca327,2025-07-09 00:00:00,UBER* TRIP HELP.UBER.COM,Uber,-17.12,Transport,0.941,2025-07-30 00:00:00,2025-07-30 00:00:00
0512a943-ffe3-4835-8a35-b6e9d57fd56f,6fb82bac-530b-42ab-a976-29ebc1ceadd5,2026-04-08 00:00:00,GO TRANSIT TRAVEL,GO Transit,-16.84,Transport,0.912,2026-04-29 00:00:00,2026-04-29 00:00:00
051c3273-8007-445d-b900-f230b7936b99,8cd66081-f737-4ec1-86da-4b5ca1673437,2026-02-10 00:00:00,UBER* TRIP HELP.UBER.COM,Uber,-23.45,Transport,0.957,2026-02-27 00:00:00,2026-02-27 00:00:00
058975c3-3382-4ad7-b11a-a1953cd29e83,d2a8431d-596a-41c2-9e2c-4ad2a589fd94,2025-12-18 00:00:00,NO FRILLS #1898 TORONTO,No Frills,-86.67,Groceries,0.905,2025-12-31 00:00:00,2025-12-31 00:00:00
05ad5ea9-80c7-406f-ab4f-5219e58acbfd,7d7f7ec7-ca05-4a30-b84f-c7ae33497194,2024-06-12 00:00:00,TORONTO HYDRO,Toronto Hydro,-86.43,Bills,0.932,2024-06-29 00:00:00,2024-06-29 00:00:00
05d8409c-785e-49d1-927b-d8b923bce905,32d8be7c-f2c6-47e9-87cd-14695ee5a6c7,2026-01-20 00:00:00,NO FRILLS #9784 TORONTO,No Frills,-38.84,Groceries,0.957,2026-01-30 00:00:00,2026-01-30 00:00:00
05e2bfc2-3bab-441b-b0a9-042617e3646a,9c300a48-a6db-4450-83dd-fc1eac265341,2024-09-05 00:00:00,MCDONALDS #7871 NORTH YORK ON,McDonald's,-8.01,Dining,0.931,2024-09-29 00:00:00,2024-09-29 00:00:00
06018ae8-53dd-48b0-a139-94c4869eb39d,d8c63caf-eb0a-488f-b88e-d7e53663d5be,2025-04-05 00:00:00,MCDONALDS #2681 NORTH YORK ON,McDonald's,-17.99,Dining,0.898,2025-04-29 00:00:00,2025-04-29 00:00:00
0628f560-3e4b-4843-87fe-c90168762b3b,d3b23627-3c27-4c4d-98b5-0f814fca3f60,2024-11-20 00:00:00,AMZN MKTP CA*5003,Amazon,-156.71,Shopping,0.954,2024-11-30 00:00:00,2024-11-30 00:00:00
066ce7fe-e178-404f-819a-478bf98128e3,7d7f7ec7-ca05-4a30-b84f-c7ae33497194,2024-06-02 00:00:00,STARBUCKS 5151 TORONTO ON,Starbucks,-8.28,Dining,0.94,2024-06-29 00:00:00,2024-06-29 00:00:00
068452f2-d075-4e54-acb8-88156d792218,089d8a78-581d-420e-b5ad-f74448c36a0b,2024-10-31 00:00:00,PRESTO TTC LOAD,TTC,-12.25,Transport,0.945,2024-10-31 00:00:00,2024-10-31 00:00:00
06991be8-ccdc-4272-814c-8472cfc19a08,ae34486d-f484-4c41-92e5-90e46f07b473,2025-03-17 00:00:00,AMZN MKTP CA*6979,Amazon,-47.92,Shopping,0.94,2025-03-30 00:00:00,2025-03-30 00:00:00
06a83aae-db9f-4cb3-8a85-e21789758c73,7d7f7ec7-ca05-4a30-b84f-c7ae33497194,2024-06-08 00:00:00,ESSO,Esso,-62.98,Transport,0.898,2024-06-29 00:00:00,2024-06-29 00:00:00
06b73efb-1396-49dc-b9a2-1788d75a83d9,cf919b82-061e-4adb-85f8-f4557d3c3176,2025-12-04 00:00:00,PAYROLL DEPOSIT,Payroll,2826.6,Income,0.898,2025-12-30 00:00:00,2025-12-30 00:00:00
06bbb95d-eca7-4a03-925a-2b26b7f449e2,32d8be7c-f2c6-47e9-87cd-14695ee5a6c7,2026-01-20 00:00:00,PIZZA PIZZA,Pizza Pizza,-22.52,Dining,0.906,2026-01-30 00:00:00,2026-01-30 00:00:00
06e103a4-ea1a-4be5-8bbb-77f48f6cab53,a3c8cd95-9dd7-4695-b62f-166e0e1548c4,2025-01-14 00:00:00,NIKE,Nike,-129.96,Shopping,0.923,2025-01-30 00:00:00,2025-01-30 00:00:00
06e299dc-d49e-49a3-8f6c-27514ad7304d,faad7098-70e4-4a61-a46d-29decef4f3ed,2026-04-27 00:00:00,STARBUCKS 9610 TORONTO ON,Starbucks,-13.55,Dining,0.903,2026-04-30 00:00:00,2026-04-30 00:00:00
072b38a1-d184-40a1-bf97-a4d8b7da8345,1a5b48d7-2b53-4477-976d-91a5f156671b,2024-08-02 00:00:00,CHIPOTLE,Chipotle,-20.17,Dining,0.969,2024-08-30 00:00:00,2024-08-30 00:00:00
07734cd3-17ee-47ea-91e4-663200c40e34,a20065eb-e9bf-4e12-98af-fc14a2d3d0ed,2025-01-20 00:00:00,NETFLIX.COM,Netflix,-18.99,Entertainment,0.948,2025-01-31 00:00:00,2025-01-31 00:00:00
07879d3b-7a3a-4df0-b01b-7cc13caa1100,efdf272e-1f6e-47df-9053-91c9bab09d21,2025-02-28 00:00:00,CINEPLEX,Cineplex,-21.18,Entertainment,0.906,2025-02-27 00:00:00,2025-02-27 00:00:00
07912e29-c4a5-4cc7-8860-8726a43a260e,77198e37-6441-470b-8395-d0dabe2ca261,2024-10-08 00:00:00,NETFLIX.COM,Netflix,-18.99,Entertainment,0.963,2024-10-30 00:00:00,2024-10-30 00:00:00
07f22e21-452d-4339-9566-077bcb21d881,b69390c6-26f7-46c8-8ccf-43e2dbe31f34,2024-07-04 00:00:00,PAYROLL DEPOSIT,Payroll,2645.75,Income,0.965,2024-07-30 00:00:00,2024-07-30 00:00:00
07fe183e-f6fe-418b-821e-63dd5252ecd0,d2a8431d-596a-41c2-9e2c-4ad2a589fd94,2025-12-22 00:00:00,A&W,A&W,-23.45,Dining,0.897,2025-12-31 00:00:00,2025-12-31 00:00:00
083647e7-d157-4b16-baec-4a8c7bf3b2f2,eeb3193e-6758-4db9-8c1e-6a3becfa4427,2025-10-01 00:00:00,ESSO,Esso,-92.77,Transport,0.959,2025-10-30 00:00:00,2025-10-30 00:00:00
08bc410a-4793-4b16-bb9f-86a4e7f2730a,089d8a78-581d-420e-b5ad-f74448c36a0b,2024-10-31 00:00:00,PAYROLL DEPOSIT,Payroll,2637.41,Income,0.922,2024-10-31 00:00:00,2024-10-31 00:00:00
08cafac9-051d-46d1-a2a6-3fba109a2805,a20065eb-e9bf-4e12-98af-fc14a2d3d0ed,2025-01-15 00:00:00,AMZN MKTP CA*3838,Amazon,-37.97,Shopping,0.904,2025-01-31 00:00:00,2025-01-31 00:00:00
08ce2174-c1b0-402a-a81b-0454920d38c9,ae263e92-4c7d-4f0b-b1de-6f4d8f1dd482,2025-09-09 00:00:00,GOODLIFE FITNESS,GoodLife Fitness,-39.99,Fitness,0.943,2025-09-29 00:00:00,2025-09-29 00:00:00
08f167e6-ddf3-409f-8538-f6c4ccdb4037,1a5b48d7-2b53-4477-976d-91a5f156671b,2024-08-07 00:00:00,ESSO,Esso,-94.97,Transport,0.972,2024-08-30 00:00:00,2024-08-30 00:00:00
0937518b-18ea-4bcc-bb99-bc0922bd88f6,115fbc06-58c9-4a1b-bd5e-06870f62daee,2024-12-14 00:00:00,SPOTIFY P4073,Spotify,-11.99,Entertainment,0.96,2024-12-30 00:00:00,2024-12-30 00:00:00
09475a56-bbce-4525-b79e-f30fa6f68cd9,cf919b82-061e-4adb-85f8-f4557d3c3176,2025-12-08 00:00:00,METRO,Metro,-96.18,Groceries,0.896,2025-12-30 00:00:00,2025-12-30 00:00:00
0977cefa-e191-4508-ae7e-e823a3ddc94a,744ca2c2-02b7-464d-8752-f902130ca327,2025-07-08 00:00:00,INTERAC E-TRANSFER,Interac e-Transfer,189.3,Income,0.913,2025-07-30 00:00:00,2025-07-30 00:00:00
09ac9ac8-c206-4f00-9ec5-2ea21cc8c185,6f6c646a-3bf7-44ed-a016-7ca7ed113f2c,2026-03-31 00:00:00,PIZZA PIZZA,Pizza Pizza,-20.55,Dining,0.96,2026-03-31 00:00:00,2026-03-31 00:00:00
09d352cc-3393-4584-8f00-e5d421aca11e,5e8b4dbf-dbb6-4be9-8ba8-17691a8a9ad6,2024-05-31 00:00:00,UBER* TRIP HELP.UBER.COM,Uber,-32.09,Transport,0.965,2024-05-30 00:00:00,2024-05-30 00:00:00
09de821c-e6f8-4c1c-985b-e821966b0ae5,d80232bb-b628-417e-b717-2075b53ddaca,2024-11-05 00:00:00,TIM HORTONS #7189 TORONTO ON,Tim Hortons,-11.04,Dining,0.968,2024-11-29 00:00:00,2024-11-29 00:00:00
0a33289f-92d9-4151-a97f-22939143f1f6,32d8be7c-f2c6-47e9-87cd-14695ee5a6c7,2026-01-01 00:00:00,SHOPPERS DRUG MART,Shoppers Drug Mart,-19.54,Groceries,0.945,2026-01-30 00:00:00,2026-01-30 00:00:00
0a509403-e00c-453a-b5fc-3c61995315a6,d2a8431d-596a-41c2-9e2c-4ad2a589fd94,2025-12-19 00:00:00,MCDONALDS #7990 NORTH YORK ON,McDonald's,-21.43,Dining,0.923,2025-12-31 00:00:00,2025-12-31 00:00:00
0a6179f2-c9e3-4ee0-9759-9843d9e8e825,7d7f7ec7-ca05-4a30-b84f-c7ae33497194,2024-06-24 00:00:00,GREEN P PARKING,Green P Parking,-13.72,Transport,0.893,2024-06-29 00:00:00,2024-06-29 00:00:00
0a63a299-b959-47ef-992e-449ae98a8553,7033ff9c-4e5f-4a24-b73a-302793bb9b30,2025-11-18 00:00:00,SUBWAY,Subway,-10.77,Dining,0.931,2025-11-29 00:00:00,2025-11-29 00:00:00
0a88070f-1b40-4528-a75c-7f37b731dd33,115fbc06-58c9-4a1b-bd5e-06870f62daee,2024-12-28 00:00:00,FRESHCO,FreshCo,-85.23,Groceries,0.911,2024-12-30 00:00:00,2024-12-30 00:00:00
0acf91e1-8571-479b-883b-852929dfd4b8,ae34486d-f484-4c41-92e5-90e46f07b473,2025-03-25 00:00:00,ATM WITHDRAWAL,ATM Withdrawal,-40.76,Other,0.932,2025-03-30 00:00:00,2025-03-30 00:00:00
0af1346b-f4c0-401e-81e7-50102c52e9d7,744ca2c2-02b7-464d-8752-f902130ca327,2025-07-08 00:00:00,PRESTO TTC LOAD,TTC,-5.22,Transport,0.934,2025-07-30 00:00:00,2025-07-30 00:00:00
0b37c17d-bf6e-49d2-a504-1fcfc91b780f,a3c8cd95-9dd7-4695-b62f-166e0e1548c4,2025-01-12 00:00:00,PRESTO TTC LOAD,TTC,-11.17,Transport,0.92,2025-01-30 00:00:00,2025-01-30 00:00:00
0bad0233-4c55-44c8-a72f-871ec8a06993,d2a8431d-596a-41c2-9e2c-4ad2a589fd94,2025-12-20 00:00:00,AMZN MKTP CA*3653,Amazon,-229.85,Shopping,0.89,2025-12-31 00:00:00,2025-12-31 00:00:00
0be98627-e61b-4da3-9fd1-22db74ce18c6,a20065eb-e9bf-4e12-98af-fc14a2d3d0ed,2025-01-16 00:00:00,PAYROLL DEPOSIT,Payroll,2496,Income,0.985,2025-01-31 00:00:00,2025-01-31 00:00:00
0c01e9d0-13b6-43ec-98c0-64f1da10d9d4,efdf272e-1f6e-47df-9053-91c9bab09d21,2025-02-18 00:00:00,PRESTO TTC LOAD,TTC,-4.97,Transport,0.899,2025-02-27 00:00:00,2025-02-27 00:00:00
0c18f8e0-2efd-4279-bf8a-5681df658c69,5e8b4dbf-dbb6-4be9-8ba8-17691a8a9ad6,2024-05-20 00:00:00,METRO,Metro,-86.19,Groceries,0.911,2024-05-30 00:00:00,2024-05-30 00:00:00
0c21ed1a-dc34-48ca-875a-65c925413aa3,7d7f7ec7-ca05-4a30-b84f-c7ae33497194,2024-06-06 00:00:00,PAYROLL DEPOSIT,Payroll,2677.83,Income,0.967,2024-06-29 00:00:00,2024-06-29 00:00:00
0c2a3b11-07cf-425e-9cd4-bee0c0b59692,2d95c4a6-c659-4a1b-a075-d1a0fb284fe6,2025-04-30 00:00:00,SUBWAY,Subway,-17.09,Dining,0.974,2025-04-30 00:00:00,2025-04-30 00:00:00
0c2e1724-c1d3-43ac-a814-a823fd15843b,1a5b48d7-2b53-4477-976d-91a5f156671b,2024-08-02 00:00:00,NETFLIX.COM,Netflix,-18.99,Entertainment,0.891,2024-08-30 00:00:00,2024-08-30 00:00:00
0c3d0120-9888-48e6-9e38-7a410f3973b1,744ca2c2-02b7-464d-8752-f902130ca327,2025-07-20 00:00:00,A&W,A&W,-10.89,Dining,0.982,2025-07-30 00:00:00,2025-07-30 00:00:00
0c72de63-357f-4c31-b372-c7178d9611a6,a20065eb-e9bf-4e12-98af-fc14a2d3d0ed,2025-01-27 00:00:00,LOBLAWS #1214 TORONTO,Loblaws,-108.65,Groceries,0.945,2025-01-31 00:00:00,2025-01-31 00:00:00
0ca4f9c0-77e1-4e6b-a8b1-16a5f4a95d56,7033ff9c-4e5f-4a24-b73a-302793bb9b30,2025-11-02 00:00:00,AMZN MKTP CA*2232,Amazon,-40.94,Shopping,0.966,2025-11-29 00:00:00,2025-11-29 00:00:00
0cdd9517-4c98-47e1-8c69-245bf25a8b4c,cf919b82-061e-4adb-85f8-f4557d3c3176,2025-12-01 00:00:00,E-TRANSFER RENT,Rent,-2024.63,Bills,0.966,2025-12-30 00:00:00,2025-12-30 00:00:00
0d0d43a9-6689-4587-98a9-895e7a7e01b4,78016470-1a61-4756-a03f-adffa5a92f89,2025-05-09 00:00:00,FRESHCO,FreshCo,-63.23,Groceries,0.926,2025-05-30 00:00:00,2025-05-30 00:00:00
0d1002fc-f1e9-40c1-a47f-76c206f96ade,b69390c6-26f7-46c8-8ccf-43e2dbe31f34,2024-07-24 00:00:00,LOBLAWS #8918 TORONTO,Loblaws,-114.72,Groceries,0.93,2024-07-30 00:00:00,2024-07-30 00:00:00
0d383224-e7b8-4e73-b114-a3ada0a08963,115fbc06-58c9-4a1b-bd5e-06870f62daee,2024-12-16 00:00:00,UBER* TRIP HELP.UBER.COM,Uber,-35.86,Transport,0.944,2024-12-30 00:00:00,2024-12-30 00:00:00
0d465be6-a595-4a74-a47c-ea86c67f5491,32d8be7c-f2c6-47e9-87cd-14695ee5a6c7,2026-01-20 00:00:00,NETFLIX.COM,Netflix,-18.99,Entertainment,0.936,2026-01-30 00:00:00,2026-01-30 00:00:00
0da716ee-197d-41ca-ab52-b37061ed3fee,68033aa0-4ba6-4ef2-81dc-805e7521f692,2025-05-20 00:00:00,A&W,A&W,-21.21,Dining,0.894,2025-05-31 00:00:00,2025-05-31 00:00:00
0e1a1305-e45c-43b7-a87b-a30f5bfc66db,a3c8cd95-9dd7-4695-b62f-166e0e1548c4,2025-01-03 00:00:00,ESSO,Esso,-81.15,Transport,0.928,2025-01-30 00:00:00,2025-01-30 00:00:00
0e5deb9f-a7e4-45a7-95c7-e7746274dea9,af9382d1-9367-458f-971e-6a2faf63fcbf,2025-06-23 00:00:00,PIZZA PIZZA,Pizza Pizza,-32.01,Dining,0.977,2025-06-29 00:00:00,2025-06-29 00:00:00
0f825f32-e321-403b-9ac0-c35c1fe6cc59,af9382d1-9367-458f-971e-6a2faf63fcbf,2025-06-02 00:00:00,PRESTO TTC LOAD,TTC,-11.66,Transport,0.922,2025-06-29 00:00:00,2025-06-29 00:00:00
100601ed-22aa-4dd7-ba85-f8e31a01b4cd,77198e37-6441-470b-8395-d0dabe2ca261,2024-10-03 00:00:00,TIM HORTONS #9648 TORONTO ON,Tim Hortons,-13.29,Dining,0.945,2024-10-30 00:00:00,2024-10-30 00:00:00
109a3c71-7f7e-4106-b623-53eef46b074a,f9271113-0a76-4fff-8227-38144e20fee3,2025-08-06 00:00:00,A&W,A&W,-11.22,Dining,0.976,2025-08-30 00:00:00,2025-08-30 00:00:00
109ea2eb-b324-4f48-92fb-b1777c91d186,ae34486d-f484-4c41-92e5-90e46f07b473,2025-03-28 00:00:00,UBER EATS HELP.UBER.COM,Uber Eats,-19.62,Dining,0.928,2025-03-30 00:00:00,2025-03-30 00:00:00
10ba8817-b3c0-4799-9d01-5257b0b3058f,7d7f7ec7-ca05-4a30-b84f-c7ae33497194,2024-06-16 00:00:00,CINEPLEX,Cineplex,-32.67,Entertainment,0.967,2024-06-29 00:00:00,2024-06-29 00:00:00
10d74371-5b55-4e85-a4a5-ac4e52dafd17,efdf272e-1f6e-47df-9053-91c9bab09d21,2025-02-27 00:00:00,AMZN MKTP CA*4156,Amazon,-33.73,Shopping,0.951,2025-02-27 00:00:00,2025-02-27 00:00:00
10e2c57c-4988-48f6-bde1-ea43ce182b8a,744ca2c2-02b7-464d-8752-f902130ca327,2025-07-31 00:00:00,UBER* TRIP HELP.UBER.COM,Uber,-22.07,Transport,0.981,2025-07-30 00:00:00,2025-07-30 00:00:00
113c011e-2eef-46b8-99a4-c62baf110c77,efdf272e-1f6e-47df-9053-91c9bab09d21,2025-02-21 00:00:00,UBER* TRIP HELP.UBER.COM,Uber,-29.51,Transport,0.938,2025-02-27 00:00:00,2025-02-27 00:00:00
11547304-6f2b-467d-bfec-045533860b43,95e2e8d7-2188-4d1d-918d-5c185177c169,2026-03-16 00:00:00,UBER* TRIP HELP.UBER.COM,Uber,-32.85,Transport,0.966,2026-03-30 00:00:00,2026-03-30 00:00:00
11922e50-bfe5-4200-99ed-cdc2aeb78681,d2a8431d-596a-41c2-9e2c-4ad2a589fd94,2025-12-15 00:00:00,AMZN MKTP CA*5860,Amazon,-79.98,Shopping,0.897,2025-12-31 00:00:00,2025-12-31 00:00:00
119f3368-c3a5-4589-acf5-1038d076104a,7033ff9c-4e5f-4a24-b73a-302793bb9b30,2025-11-24 00:00:00,AMZN MKTP CA*7627,Amazon,-40.29,Shopping,0.936,2025-11-29 00:00:00,2025-11-29 00:00:00
123d48f0-ee4f-4875-832d-8cf30bf6ad06,efdf272e-1f6e-47df-9053-91c9bab09d21,2025-02-10 00:00:00,LOBLAWS #1507 TORONTO,Loblaws,-55.45,Groceries,0.99,2025-02-27 00:00:00,2025-02-27 00:00:00
1241f74c-9604-4575-939f-e69b08514c22,efdf272e-1f6e-47df-9053-91c9bab09d21,2025-02-01 00:00:00,E-TRANSFER RENT,Rent,-1967.5,Bills,0.96,2025-02-27 00:00:00,2025-02-27 00:00:00
124faa7d-2c26-453c-8750-8b52064a9759,faad7098-70e4-4a61-a46d-29decef4f3ed,2026-04-19 00:00:00,MCDONALDS #8297 NORTH YORK ON,McDonald's,-20.99,Dining,0.895,2026-04-30 00:00:00,2026-04-30 00:00:00
127f1cf3-9bff-41bb-9b09-29d11fe6732f,115fbc06-58c9-4a1b-bd5e-06870f62daee,2024-12-24 00:00:00,TICKETMASTER,Ticketmaster,-118.5,Entertainment,0.927,2024-12-30 00:00:00,2024-12-30 00:00:00
